site	gene_id	gene_name	chrom	pos	n_sig_windows	min_p	windows
NC_000022.11:49761421	ENSG00000100425.19	BRD1	chr22	49761421	2	5.59324e-07	enh,up
NC_000002.12:30761076	ENSG00000162949.16	CAPN13	chr2	30761076	3	5.66539e-07	body,dn,up
NC_000009.12:138177286	ENSG00000148408.15	CACNA1B	chr9	138177286	1	5.72298e-07	prom
NC_000012.12:112661537	ENSG00000089169.15	RPH3A	chr12	112661537	1	5.7533e-07	enh
NC_000006.12:149981479	ENSG00000111981.5	ULBP1	chr6	149981479	2	5.87889e-07	body,dn
NC_000013.11:100575221	ENSG00000134864.11	GGACT	chr13	100575221	1	5.94079e-07	dn
NC_000008.11:143323853	ENSG00000185730.8	ZNF696	chr8	143323853	1	6.02675e-07	up
NC_000020.11:31060648	ENSG00000215547.1	DEFB115	chr20	31060648	1	6.04896e-07	up
NC_000001.11:2670740	ENSG00000142606.16	MMEL1	chr1	2670740	3	6.23584e-07	body,dn,up
NC_000020.11:31057606	ENSG00000215547.1	DEFB115	chr20	31057606	1	6.24173e-07	up
NC_000002.12:613730	ENSG00000151353.15	TMEM18	chr2	613730	1	6.28701e-07	enh
NC_000010.11:46901120	ENSG00000204179.11	PTPN20	chr10	46901120	1	6.31559e-07	up
NC_000001.11:121117621	ENSG00000171943.12	SRGAP2C	chr1	121117621	2	6.36624e-07	body,up
NC_000011.10:26634297	ENSG00000169550.14	MUC15	chr11	26634297	1	6.38338e-07	dn
NC_000001.11:2675194	ENSG00000142606.16	MMEL1	chr1	2675194	3	6.41663e-07	body,dn,up
NC_000012.12:8184269	ENSG00000196946.11	ZNF705A	chr12	8184269	1	6.43174e-07	body
NC_000012.12:112622487	ENSG00000089169.15	RPH3A	chr12	112622487	1	6.46112e-07	enh
NC_000002.12:3299188	ENSG00000032389.13	EIPR1	chr2	3299188	3	6.49251e-07	body,dn,up
NC_000011.10:27287146	ENSG00000109881.17	CCDC34	chr11	27287146	1	6.49427e-07	up
NC_000002.12:208485469	ENSG00000144407.10	PTH2R	chr2	208485469	1	6.49437e-07	body
NC_000011.10:5905994	ENSG00000277932.2	OR52E5	chr11	5905994	1	6.56012e-07	up
NC_000006.12:169569010	ENSG00000285733.1	ENSG00000285733	chr6	169569010	1	6.60727e-07	dn
NC_000002.12:74933462	ENSG00000115350.12	POLE4	chr2	74933462	1	6.63804e-07	dn
NC_000011.10:112566455	ENSG00000188771.5	PLET1	chr11	112566455	1	6.67016e-07	enh
NC_000007.14:128121237	ENSG00000128594.8	LRRC4	chr7	128121237	2	6.68398e-07	dn,up
NC_000008.11:135626618	ENSG00000131773.15	KHDRBS3	chr8	135626618	1	6.83576e-07	body
NC_000001.11:2675772	ENSG00000142606.16	MMEL1	chr1	2675772	3	6.93045e-07	body,dn,up
NC_000009.12:113065317	ENSG00000136866.14	ZFP37	chr9	113065317	1	6.93287e-07	dn
NC_000007.14:156922540	ENSG00000146909.8	NOM1	chr7	156922540	1	6.96677e-07	up
NC_000006.12:157286901	ENSG00000215712.11	TMEM242	chr6	157286901	1	6.99359e-07	up
NC_000009.12:113065680	ENSG00000136866.14	ZFP37	chr9	113065680	1	7.02771e-07	dn
NC_000020.11:31052807	ENSG00000215547.1	DEFB115	chr20	31052807	1	7.22929e-07	up
NC_000005.10:109968944	ENSG00000112893.10	MAN2A1	chr5	109968944	1	7.26479e-07	dn
NC_000019.10:21617686	ENSG00000197013.11	ZNF429	chr19	21617686	1	7.34168e-07	dn
NC_000011.10:26605830	ENSG00000169550.14	MUC15	chr11	26605830	1	7.34727e-07	dn
NC_000008.11:23910970	ENSG00000159167.12	STC1	chr8	23910970	1	7.39185e-07	dn
NC_000009.12:113088158	ENSG00000136866.14	ZFP37	chr9	113088158	1	7.39248e-07	dn
NC_000002.12:74955256	ENSG00000115350.12	POLE4	chr2	74955256	1	7.43025e-07	dn
NC_000012.12:112546396	ENSG00000089169.15	RPH3A	chr12	112546396	1	7.43897e-07	enh
NC_000010.11:38832365	ENSG00000283930.1	PLD5P1	chr10	38832365	2	7.44913e-07	body,up
NC_000005.10:34196689	ENSG00000273294.1	C1QTNF3-AMACR	chr5	34196689	2	7.49899e-07	body,up
NC_000009.12:113082337	ENSG00000136866.14	ZFP37	chr9	113082337	1	7.54189e-07	dn
NC_000012.12:16053773	ENSG00000023697.13	DERA	chr12	16053773	1	7.56512e-07	dn
NC_000005.10:137678762	ENSG00000146021.15	KLHL3	chr5	137678762	3	7.57011e-07	body,dn,up
NC_000005.10:843671	ENSG00000188818.13	ZDHHC11	chr5	843671	3	7.64026e-07	body,dn,up
NC_000003.12:133832484	ENSG00000144867.13	SRPRB	chr3	133832484	1	7.64136e-07	body
NC_000013.11:51164388	ENSG00000226792.8	C13orf42	chr13	51164388	1	7.68033e-07	dn
NC_000017.11:43360264	ENSG00000175906.5	ARL4D	chr17	43360264	2	7.71422e-07	prom,up
NC_000012.12:33952338	ENSG00000139133.7	ALG10	chr12	33952338	1	7.75436e-07	up
NC_000001.11:247937288	ENSG00000279263.1	OR2L8	chr1	247937288	1	7.76626e-07	enh
NC_000009.12:998923	ENSG00000064218.5	DMRT3	chr9	998923	3	7.80406e-07	body,dn,enh
NC_000009.12:113376085	ENSG00000119431.10	HDHD3	chr9	113376085	4	7.84751e-07	body,dn,prom,up
NC_000015.10:101784422	ENSG00000184140.6	OR4F6	chr15	101784422	2	7.88017e-07	prom,up
NC_000009.12:113081924	ENSG00000136866.14	ZFP37	chr9	113081924	1	7.9315e-07	dn
NC_000006.12:168086457	ENSG00000153303.18	FRMD1	chr6	168086457	3	7.95332e-07	body,dn,up
NC_000007.14:76996543	ENSG00000186645.11	SPDYE17	chr7	76996543	1	8.05762e-07	up
NC_000001.11:182069069	ENSG00000179930.6	ZNF648	chr1	182069069	1	8.08038e-07	dn
NC_000019.10:21601272	ENSG00000197013.11	ZNF429	chr19	21601272	1	8.09532e-07	dn
NC_000012.12:91261496	ENSG00000011465.18	DCN	chr12	91261496	1	8.12784e-07	enh
NC_000010.11:98264790	ENSG00000138131.4	LOXL4	chr10	98264790	2	8.23335e-07	body,up
NC_000003.12:124768990	ENSG00000114491.14	UMPS	chr3	124768990	1	8.32975e-07	dn
NC_000001.11:211495902	ENSG00000198570.7	RD3	chr1	211495902	1	8.37943e-07	up
NC_000019.10:36296150	ENSG00000196357.12	ZNF565	chr19	36296150	1	8.43056e-07	up
NC_000006.12:110061841	ENSG00000146360.9	GPR6	chr6	110061841	1	8.48802e-07	enh
NC_000002.12:115208301	ENSG00000175497.17	DPP10	chr2	115208301	1	8.51166e-07	dn
NC_000018.10:9335662	ENSG00000128791.12	TWSG1	chr18	9335662	1	8.55683e-07	body
NC_000007.14:16304262	ENSG00000214960.11	CRPPA	chr7	16304262	1	8.59081e-07	dn
NC_000009.12:138172300	ENSG00000148408.15	CACNA1B	chr9	138172300	1	8.60064e-07	prom
NC_000017.11:21750039	ENSG00000260458.3	KCNJ18	chr17	21750039	1	8.62381e-07	dn
NC_000001.11:2679324	ENSG00000142606.16	MMEL1	chr1	2679324	3	8.63775e-07	body,dn,up
NC_000003.12:111268462	ENSG00000153283.13	CD96	chr3	111268462	1	8.67778e-07	up
NC_000015.10:48250591	ENSG00000074803.21	SLC12A1	chr15	48250591	1	8.70173e-07	body
NC_000001.11:2669213	ENSG00000142606.16	MMEL1	chr1	2669213	2	8.72944e-07	body,up
NC_000022.11:49762853	ENSG00000100425.19	BRD1	chr22	49762853	2	8.77877e-07	enh,up
NC_000010.11:113476791	ENSG00000148702.15	HABP2	chr10	113476791	1	8.83238e-07	up
NC_000011.10:27637389	ENSG00000176697.20	BDNF	chr11	27637389	1	8.88592e-07	up
NC_000004.12:163544441	ENSG00000198498.10	TMA16	chr4	163544441	1	9.01976e-07	up
NC_000004.12:3285508	ENSG00000159788.20	RGS12	chr4	3285508	1	9.09911e-07	prom
NC_000011.10:5907416	ENSG00000277932.2	OR52E5	chr11	5907416	1	9.12372e-07	up
NC_000008.11:103125589	ENSG00000164929.17	BAALC	chr8	103125589	1	9.28316e-07	up
NC_000008.11:61097497	ENSG00000177182.11	CLVS1	chr8	61097497	1	9.29468e-07	body
NC_000011.10:27631807	ENSG00000176697.20	BDNF	chr11	27631807	1	9.3081e-07	up
NC_000009.12:113088149	ENSG00000136866.14	ZFP37	chr9	113088149	1	9.36432e-07	dn
NC_000018.10:36378741	ENSG00000134775.16	FHOD3	chr18	36378741	1	9.37559e-07	body
NC_000011.10:5829187	ENSG00000205409.3	OR52E6	chr11	5829187	1	9.46187e-07	dn
NC_000003.12:22746141	ENSG00000151789.13	ZNF385D	chr3	22746141	1	9.46231e-07	up
NC_000019.10:36283693	ENSG00000196357.12	ZNF565	chr19	36283693	2	9.48041e-07	dn,up
NC_000011.10:5925246	ENSG00000132256.20	TRIM5	chr11	5925246	2	9.57298e-07	body,up
NC_000008.11:66333888	ENSG00000179041.4	RRS1	chr8	66333888	1	9.7922e-07	up
NC_000010.11:46887475	ENSG00000204179.11	PTPN20	chr10	46887475	1	9.89414e-07	up
NC_000016.10:75621302	ENSG00000065457.11	ADAT1	chr16	75621302	4	9.94611e-07	body,dn,enh,up
NC_000001.11:25523322	ENSG00000157978.12	LDLRAP1	chr1	25523322	1	1.01097e-06	up
NC_000014.9:55500558	ENSG00000182521.6	TBPL2	chr14	55500558	2	1.0173e-06	body,up
NC_000004.12:190120865	ENSG00000260596.5	DUX4	chr4	190120865	1	1.02696e-06	up
NC_000001.11:2674493	ENSG00000142606.16	MMEL1	chr1	2674493	3	1.04157e-06	body,dn,up
NC_000005.10:56908352	ENSG00000155542.12	SETD9	chr5	56908352	1	1.04674e-06	up
NC_000019.10:21579471	ENSG00000197013.11	ZNF429	chr19	21579471	1	1.04773e-06	dn
NC_000001.11:121745969	ENSG00000188610.12	FAM72B	chr1	121745969	1	1.05038e-06	dn
NC_000007.14:159061067	ENSG00000106018.14	VIPR2	chr7	159061067	2	1.06372e-06	body,dn
NC_000006.12:160617551	ENSG00000198670.13	LPA	chr6	160617551	1	1.06527e-06	dn
NC_000002.12:191764568	ENSG00000168497.5	CAVIN2	chr2	191764568	1	1.06736e-06	up
NC_000011.10:126507594	ENSG00000110080.20	ST3GAL4	chr11	126507594	1	1.08963e-06	enh
NC_000020.11:58637297	ENSG00000124222.23	STX16	chr20	58637297	1	1.09174e-06	up
NC_000012.12:112727119	ENSG00000089169.15	RPH3A	chr12	112727119	1	1.09689e-06	enh
NC_000004.12:174874124	ENSG00000168594.15	ADAM29	chr4	174874124	1	1.10099e-06	body
NC_000006.12:169554486	ENSG00000285733.1	ENSG00000285733	chr6	169554486	1	1.10286e-06	dn
NC_000019.10:36288564	ENSG00000196357.12	ZNF565	chr19	36288564	1	1.10427e-06	up
NC_000020.11:22675730	ENSG00000125798.15	FOXA2	chr20	22675730	1	1.10983e-06	dn
NC_000003.12:41289031	ENSG00000168036.19	CTNNB1	chr3	41289031	1	1.11402e-06	dn
NC_000001.11:152218884	ENSG00000197915.7	HRNR	chr1	152218884	1	1.11863e-06	dn
NC_000009.12:113087337	ENSG00000136866.14	ZFP37	chr9	113087337	1	1.12077e-06	dn
NC_000007.14:158917054	ENSG00000126870.16	DYNC2I1	chr7	158917054	1	1.12253e-06	body
NC_000001.11:53605041	ENSG00000174332.6	GLIS1	chr1	53605041	1	1.13134e-06	dn
NC_000003.12:119703511	ENSG00000285585.1	ENSG00000285585	chr3	119703511	1	1.1384e-06	up
NC_000005.10:56908166	ENSG00000155542.12	SETD9	chr5	56908166	1	1.14555e-06	up
NC_000012.12:112656636	ENSG00000089169.15	RPH3A	chr12	112656636	1	1.15482e-06	enh
NC_000009.12:113065866	ENSG00000136866.14	ZFP37	chr9	113065866	1	1.15592e-06	dn
NC_000002.12:156128588	ENSG00000153234.16	NR4A2	chr2	156128588	1	1.16791e-06	up
NC_000018.10:45764364	ENSG00000197046.12	SIGLEC15	chr18	45764364	1	1.17089e-06	up
NC_000013.11:95716721	ENSG00000102580.15	DNAJC3	chr13	95716721	1	1.18339e-06	dn
NC_000019.10:36291755	ENSG00000196357.12	ZNF565	chr19	36291755	1	1.18723e-06	up
NC_000020.11:31056970	ENSG00000215547.1	DEFB115	chr20	31056970	1	1.19522e-06	up
NC_000003.12:195617550	ENSG00000189058.9	APOD	chr3	195617550	1	1.20705e-06	dn
NC_000010.11:95016705	ENSG00000138115.15	CYP2C8	chr10	95016705	1	1.20815e-06	up
NC_000001.11:732020	ENSG00000284662.2	OR4F16	chr1	732020	1	1.2146e-06	dn
NC_000015.10:53688098	ENSG00000166415.15	WDR72	chr15	53688098	1	1.22028e-06	up
NC_000019.10:21577931	ENSG00000197013.11	ZNF429	chr19	21577931	1	1.22273e-06	dn
NC_000004.12:42326509	ENSG00000178343.5	SHISA3	chr4	42326509	1	1.22605e-06	up
NC_000006.12:27777401	ENSG00000185130.6	H2BC13	chr6	27777401	1	1.23218e-06	up
NC_000005.10:10630058	ENSG00000164236.12	ANKRD33B	chr5	10630058	1	1.23787e-06	body
NC_000012.12:112592564	ENSG00000089169.15	RPH3A	chr12	112592564	1	1.23859e-06	enh
NC_000011.10:5834178	ENSG00000205409.3	OR52E6	chr11	5834178	1	1.25007e-06	dn
NC_000008.11:25203971	ENSG00000147459.18	DOCK5	chr8	25203971	1	1.25017e-06	body
NC_000015.10:37864293	ENSG00000166069.14	TMCO5A	chr15	37864293	1	1.25817e-06	up
NC_000010.11:75469438	ENSG00000148655.16	LRMDA	chr10	75469438	1	1.26885e-06	enh
NC_000014.9:65795521	ENSG00000033170.17	FUT8	chr14	65795521	2	1.26922e-06	enh,up
NC_000020.11:31053097	ENSG00000215547.1	DEFB115	chr20	31053097	1	1.27347e-06	up
NC_000001.11:2668633	ENSG00000142606.16	MMEL1	chr1	2668633	3	1.28491e-06	body,dn,up
NC_000004.12:119444240	ENSG00000145384.4	FABP2	chr4	119444240	1	1.28649e-06	dn
NC_000009.12:113083924	ENSG00000136866.14	ZFP37	chr9	113083924	1	1.2998e-06	dn
NC_000006.12:50820650	ENSG00000008196.13	TFAP2B	chr6	50820650	1	1.30377e-06	up
NC_000002.12:148804877	ENSG00000168280.18	KIF5C	chr2	148804877	1	1.30795e-06	up
NC_000019.10:36306267	ENSG00000196357.12	ZNF565	chr19	36306267	1	1.32571e-06	up
NC_000012.12:107821675	ENSG00000187855.6	ASCL4	chr12	107821675	1	1.34509e-06	dn
NC_000017.11:73177480	ENSG00000180616.9	SSTR2	chr17	73177480	2	1.35679e-06	dn,prom
NC_000004.12:119369076	ENSG00000145384.4	FABP2	chr4	119369076	1	1.35791e-06	dn
NC_000002.12:113205052	ENSG00000125637.16	PSD4	chr2	113205052	1	1.37065e-06	dn
NC_000010.11:79957492	ENSG00000133661.17	SFTPD	chr10	79957492	2	1.37949e-06	body,up
NC_000005.10:151370051	ENSG00000186335.9	SLC36A2	chr5	151370051	1	1.38644e-06	dn
NC_000006.12:149107845	ENSG00000055208.20	TAB2	chr6	149107845	1	1.40096e-06	up
NC_000007.14:65080549	ENSG00000213462.5	ERV3-1	chr7	65080549	1	1.40597e-06	up
NC_000019.10:21569850	ENSG00000197013.11	ZNF429	chr19	21569850	1	1.40895e-06	dn
NC_000001.11:248828333	ENSG00000175137.11	SH3BP5L	chr1	248828333	1	1.41115e-06	dn
NC_000002.12:23432115	ENSG00000119771.15	KLHL29	chr2	23432115	1	1.41541e-06	body
NC_000006.12:168229239	ENSG00000164488.12	DACT2	chr6	168229239	1	1.43236e-06	up
NC_000001.11:152219245	ENSG00000197915.7	HRNR	chr1	152219245	1	1.43823e-06	dn
NC_000007.14:26329719	ENSG00000086300.17	SNX10	chr7	26329719	1	1.44449e-06	dn
NC_000004.12:55157999	ENSG00000128052.10	KDR	chr4	55157999	1	1.44526e-06	dn
NC_000011.10:8978399	ENSG00000175348.11	TMEM9B	chr11	8978399	1	1.45198e-06	dn
NC_000004.12:4329385	ENSG00000168824.15	NSG1	chr4	4329385	1	1.45925e-06	enh
NC_000001.11:152218905	ENSG00000197915.7	HRNR	chr1	152218905	1	1.46003e-06	dn
NC_000009.12:37749475	ENSG00000165275.10	TRMT10B	chr9	37749475	1	1.48137e-06	dn
NC_000001.11:121020488	ENSG00000263353.4	PPIAL4A	chr1	121020488	1	1.48437e-06	up
NC_000015.10:100909357	ENSG00000154237.13	LRRK1	chr15	100909357	1	1.48498e-06	up
NC_000007.14:158916522	ENSG00000126870.16	DYNC2I1	chr7	158916522	1	1.49468e-06	body
NC_000004.12:153153891	ENSG00000288637.1	ENSG00000288637	chr4	153153891	1	1.49796e-06	up
NC_000009.12:104633983	ENSG00000136839.1	OR13C9	chr9	104633983	1	1.51771e-06	dn
NC_000020.11:31167906	ENSG00000215547.1	DEFB115	chr20	31167906	1	1.51884e-06	up
NC_000017.11:16473115	ENSG00000181350.12	LRRC75A	chr17	16473115	1	1.52148e-06	enh
NC_000015.10:43329749	ENSG00000168806.8	LCMT2	chr15	43329749	1	1.52464e-06	dn
NC_000006.12:75306790	ENSG00000112697.17	TMEM30A	chr6	75306790	1	1.53167e-06	dn
NC_000002.12:38285939	ENSG00000119787.14	ATL2	chr2	38285939	3	1.53353e-06	body,dn,up
NC_000003.12:75772746	ENSG00000227124.11	ZNF717	chr3	75772746	3	1.55068e-06	body,dn,up
NC_000009.12:113083736	ENSG00000136866.14	ZFP37	chr9	113083736	1	1.55789e-06	dn
NC_000006.12:130322613	ENSG00000164483.17	SAMD3	chr6	130322613	2	1.57029e-06	body,up
NC_000006.12:157283942	ENSG00000215712.11	TMEM242	chr6	157283942	1	1.58412e-06	up
NC_000002.12:74930806	ENSG00000115350.12	POLE4	chr2	74930806	1	1.59395e-06	dn
NC_000019.10:36278622	ENSG00000196357.12	ZNF565	chr19	36278622	1	1.59489e-06	up
NC_000002.12:113259427	ENSG00000125618.18	PAX8	chr2	113259427	3	1.60429e-06	body,dn,up
NC_000012.12:112608207	ENSG00000089169.15	RPH3A	chr12	112608207	1	1.63056e-06	enh
NC_000002.12:3181182	ENSG00000032389.13	EIPR1	chr2	3181182	2	1.6339e-06	body,up
NC_000018.10:78793800	ENSG00000256463.10	SALL3	chr18	78793800	1	1.63486e-06	dn
NC_000008.11:26590007	ENSG00000240694.9	PNMA2	chr8	26590007	1	1.63621e-06	dn
NC_000011.10:5796090	ENSG00000181001.3	OR52N1	chr11	5796090	1	1.63926e-06	dn
NC_000001.11:121748356	ENSG00000188610.12	FAM72B	chr1	121748356	1	1.64609e-06	dn
NC_000018.10:74163586	ENSG00000075336.12	TIMM21	chr18	74163586	1	1.66223e-06	up
NC_000006.12:168229462	ENSG00000164488.12	DACT2	chr6	168229462	1	1.66782e-06	up
NC_000001.11:2659115	ENSG00000142606.16	MMEL1	chr1	2659115	3	1.67119e-06	body,dn,up
NC_000008.11:108090162	ENSG00000147655.12	RSPO2	chr8	108090162	2	1.68289e-06	body,up
NC_000002.12:234530010	ENSG00000188042.8	ARL4C	chr2	234530010	1	1.68853e-06	dn
NC_000010.11:11741974	ENSG00000134463.15	ECHDC3	chr10	11741974	2	1.68887e-06	prom,up
NC_000003.12:125616471	ENSG00000144909.8	OSBPL11	chr3	125616471	1	1.69764e-06	prom
NC_000008.11:120353080	ENSG00000172167.8	MTBP	chr8	120353080	1	1.70447e-06	up
NC_000017.11:34133244	ENSG00000108684.15	ASIC2	chr17	34133244	1	1.70976e-06	up
NC_000006.12:110476327	ENSG00000004809.14	SLC22A16	chr6	110476327	3	1.71053e-06	body,dn,up
NC_000001.11:152220652	ENSG00000197915.7	HRNR	chr1	152220652	1	1.71908e-06	dn
NC_000004.12:77308686	ENSG00000138764.15	CCNG2	chr4	77308686	1	1.71956e-06	body
NC_000018.10:107540	ENSG00000173213.11	TUBB8B	chr18	107540	1	1.72954e-06	dn
NC_000003.12:40686241	ENSG00000172888.12	ZNF621	chr3	40686241	1	1.73012e-06	body
NC_000009.12:113082703	ENSG00000136866.14	ZFP37	chr9	113082703	1	1.73743e-06	dn
NC_000012.12:9614165	ENSG00000111796.4	KLRB1	chr12	9614165	3	1.75301e-06	body,dn,up
NC_000006.12:160637625	ENSG00000198670.13	LPA	chr6	160637625	1	1.76715e-06	dn
NC_000009.12:113081830	ENSG00000136866.14	ZFP37	chr9	113081830	1	1.76818e-06	dn
NC_000004.12:28311	ENSG00000272602.6	ZNF595	chr4	28311	1	1.78289e-06	dn
NC_000006.12:157285702	ENSG00000215712.11	TMEM242	chr6	157285702	1	1.80145e-06	up
NC_000011.10:96507265	ENSG00000183340.7	JRKL	chr11	96507265	1	1.80654e-06	body
NC_000005.10:844415	ENSG00000188818.13	ZDHHC11	chr5	844415	3	1.83132e-06	body,dn,up
NC_000012.12:5918111	ENSG00000047617.18	ANO2	chr12	5918111	1	1.83853e-06	up
NC_000001.11:2671403	ENSG00000142606.16	MMEL1	chr1	2671403	3	1.83891e-06	body,dn,up
NC_000020.11:2376505	ENSG00000166948.10	TGM6	chr20	2376505	1	1.83992e-06	up
NC_000012.12:13025590	ENSG00000084444.14	FAM234B	chr12	13025590	1	1.84963e-06	up
NC_000001.11:2680717	ENSG00000142606.16	MMEL1	chr1	2680717	3	1.85394e-06	body,dn,up
NC_000001.11:2669013	ENSG00000142606.16	MMEL1	chr1	2669013	1	1.87102e-06	dn
NC_000001.11:178532127	ENSG00000240021.10	TEX35	chr1	178532127	1	1.87824e-06	body
NC_000011.10:5925310	ENSG00000132256.20	TRIM5	chr11	5925310	2	1.89214e-06	body,up
NC_000022.11:16527132	ENSG00000198445.4	CCT8L2	chr22	16527132	1	1.90224e-06	up
NC_000006.12:2972145	ENSG00000124570.21	SERPINB6	chr6	2972145	2	1.91216e-06	dn,prom
NC_000001.11:42372262	ENSG00000177181.15	RIMKLA	chr1	42372262	1	1.91434e-06	up
NC_000007.14:65179999	ENSG00000213462.5	ERV3-1	chr7	65179999	1	1.91882e-06	up
NC_000006.12:159277866	ENSG00000164694.17	FNDC1	chr6	159277866	1	1.92238e-06	dn
NC_000015.10:50877949	ENSG00000081014.11	AP4E1	chr15	50877949	1	1.94184e-06	up
NC_000016.10:19344251	ENSG00000261210.8	CLEC19A	chr16	19344251	1	1.94813e-06	body
NC_000022.11:35252583	ENSG00000100281.14	HMGXB4	chr22	35252583	1	1.96666e-06	up
NC_000011.10:27634158	ENSG00000176697.20	BDNF	chr11	27634158	1	1.96855e-06	up
NC_000001.11:2671315	ENSG00000142606.16	MMEL1	chr1	2671315	2	1.99182e-06	body,up
NC_000014.9:66467275	ENSG00000171723.16	GPHN	chr14	66467275	1	1.99852e-06	body
NC_000005.10:842554	ENSG00000188818.13	ZDHHC11	chr5	842554	3	1.99896e-06	body,dn,up
NC_000004.12:119439564	ENSG00000145384.4	FABP2	chr4	119439564	1	1.99996e-06	dn
NC_000010.11:69238772	ENSG00000156510.13	HKDC1	chr10	69238772	1	2.00533e-06	body
NC_000003.12:187108385	ENSG00000163923.10	RPL39L	chr3	187108385	1	2.0144e-06	up
NC_000001.11:152219827	ENSG00000197915.7	HRNR	chr1	152219827	1	2.01743e-06	dn
NC_000019.10:21555360	ENSG00000197013.11	ZNF429	chr19	21555360	1	2.02548e-06	dn
NC_000002.12:15387105	ENSG00000151779.14	NBAS	chr2	15387105	2	2.03104e-06	body,up
NC_000012.12:132900479	ENSG00000072609.18	CHFR	chr12	132900479	3	2.04497e-06	body,dn,up
NC_000009.12:113088122	ENSG00000136866.14	ZFP37	chr9	113088122	1	2.04992e-06	dn
NC_000022.11:47371193	ENSG00000054611.14	TBC1D22A	chr22	47371193	1	2.05452e-06	enh
NC_000001.11:2673811	ENSG00000142606.16	MMEL1	chr1	2673811	3	2.06025e-06	body,dn,up
NC_000020.11:31055871	ENSG00000215547.1	DEFB115	chr20	31055871	1	2.06225e-06	up
NC_000001.11:2670960	ENSG00000142606.16	MMEL1	chr1	2670960	3	2.08568e-06	body,dn,up
NC_000009.12:111380593	ENSG00000171133.4	OR2K2	chr9	111380593	1	2.08898e-06	dn
NC_000002.12:74951890	ENSG00000115350.12	POLE4	chr2	74951890	1	2.09087e-06	dn
NC_000014.9:56209549	ENSG00000139946.11	PELI2	chr14	56209549	1	2.09137e-06	body
NC_000006.12:169565144	ENSG00000285733.1	ENSG00000285733	chr6	169565144	1	2.10155e-06	dn
NC_000015.10:80632330	ENSG00000136379.12	ABHD17C	chr15	80632330	1	2.1019e-06	enh
NC_000009.12:6639394	ENSG00000178445.10	GLDC	chr9	6639394	4	2.12485e-06	body,dn,enh,up
NC_000009.12:113087414	ENSG00000136866.14	ZFP37	chr9	113087414	1	2.13572e-06	dn
NC_000001.11:121117516	ENSG00000171943.12	SRGAP2C	chr1	121117516	2	2.14829e-06	body,up
NC_000011.10:86804010	ENSG00000150687.12	PRSS23	chr11	86804010	1	2.15183e-06	up
NC_000001.11:2678588	ENSG00000142606.16	MMEL1	chr1	2678588	3	2.179e-06	body,dn,up
NC_000002.12:74934241	ENSG00000115350.12	POLE4	chr2	74934241	1	2.18341e-06	dn
NC_000011.10:32357534	ENSG00000184937.16	WT1	chr11	32357534	3	2.21095e-06	body,dn,up
NC_000005.10:34189558	ENSG00000273294.1	C1QTNF3-AMACR	chr5	34189558	2	2.21966e-06	body,up
NC_000011.10:11279598	ENSG00000254598.3	CSNK2A3	chr11	11279598	1	2.24264e-06	up
NC_000006.12:167234273	ENSG00000112494.10	UNC93A	chr6	167234273	1	2.26738e-06	up
NC_000020.11:23549455	ENSG00000101435.5	CST9L	chr20	23549455	1	2.29704e-06	up
NC_000020.11:31244570	ENSG00000215547.1	DEFB115	chr20	31244570	1	2.30402e-06	up
NC_000006.12:164966	ENSG00000112679.15	DUSP22	chr6	164966	1	2.30582e-06	up
NC_000009.12:138156995	ENSG00000148408.15	CACNA1B	chr9	138156995	1	2.32422e-06	prom
NC_000009.12:32703040	ENSG00000122728.6	TAF1L	chr9	32703040	1	2.32927e-06	dn
NC_000012.12:112566744	ENSG00000089169.15	RPH3A	chr12	112566744	1	2.38002e-06	enh
NC_000013.11:26797765	ENSG00000132975.8	GPR12	chr13	26797765	1	2.38671e-06	dn
NC_000012.12:112583877	ENSG00000089169.15	RPH3A	chr12	112583877	1	2.39249e-06	enh
NC_000009.12:113082799	ENSG00000136866.14	ZFP37	chr9	113082799	1	2.39297e-06	dn
NC_000001.11:2679716	ENSG00000142606.16	MMEL1	chr1	2679716	2	2.43135e-06	body,up
NC_000006.12:168229430	ENSG00000164488.12	DACT2	chr6	168229430	1	2.44204e-06	up
NC_000004.12:119360882	ENSG00000145384.4	FABP2	chr4	119360882	1	2.44406e-06	dn
NC_000005.10:843059	ENSG00000188818.13	ZDHHC11	chr5	843059	3	2.45415e-06	body,dn,up
NC_000009.12:32635769	ENSG00000122728.6	TAF1L	chr9	32635769	1	2.46447e-06	dn
NC_000016.10:31661610	ENSG00000197302.11	KRBOX5	chr16	31661610	1	2.48307e-06	dn
NC_000010.11:80546805	ENSG00000178217.15	SH2D4B	chr10	80546805	1	2.49595e-06	up
NC_000010.11:52745231	ENSG00000165471.7	MBL2	chr10	52745231	1	2.51737e-06	dn
NC_000002.12:100452918	ENSG00000204640.1	NMS	chr2	100452918	1	2.52625e-06	up
NC_000011.10:26625282	ENSG00000169550.14	MUC15	chr11	26625282	1	2.53237e-06	dn
NC_000001.11:121016504	ENSG00000263353.4	PPIAL4A	chr1	121016504	1	2.53848e-06	up
NC_000009.12:113082802	ENSG00000136866.14	ZFP37	chr9	113082802	1	2.54669e-06	dn
NC_000010.11:75468936	ENSG00000148655.16	LRMDA	chr10	75468936	1	2.55298e-06	enh
NC_000004.12:173438888	ENSG00000164106.8	SCRG1	chr4	173438888	3	2.55579e-06	body,dn,up
